abs_td_error,agree,bfs_action,bfs_distance,difficulty,goal,greedy_action,maze_id,next,next_bfs_distance,path_index,pos,q_best_other,q_bfs,q_down,q_left,q_margin,q_right,q_up,shortest_len,source,start,td_error
2.354446105957024,False,DOWN,14,hard,"(4, 7)",RIGHT,random_hard_17,"(2, 2)",13,4,"(1, 2)",71.92567443847656,71.56025695800781,71.56025695800781,65.90460968017578,-0.36541748046875,71.92567443847656,70.81803894042969,18,random,"(3, 0)",2.354446105957024
4.761274185180653,False,DOWN,13,hard,"(4, 7)",RIGHT,random_hard_17,"(3, 2)",12,5,"(2, 2)",74.67141723632812,70.55923461914062,70.55923461914062,55.98911666870117,-4.1121826171875,74.67141723632812,71.56424713134766,18,random,"(3, 0)",4.761274185180653
2.761744079589832,False,DOWN,12,hard,"(4, 7)",RIGHT,random_hard_17,"(4, 2)",11,6,"(3, 2)",76.09142303466797,72.99866485595703,72.99866485595703,58.11311340332031,-3.0927581787109375,76.09142303466797,73.32298278808594,18,random,"(3, 0)",2.761744079589832
1.3928308868408124,False,DOWN,11,hard,"(4, 7)",RIGHT,random_hard_17,"(5, 2)",10,7,"(4, 2)",76.5357666015625,74.27255249023438,74.27255249023438,69.7468032836914,-2.263214111328125,76.5357666015625,74.74523162841797,18,random,"(3, 0)",1.3928308868408124
2.000754852294918,True,RIGHT,10,hard,"(4, 7)",RIGHT,random_hard_17,"(5, 3)",9,8,"(5, 2)",74.4916763305664,76.43978118896484,66.69075012207031,74.47161102294922,1.9481048583984375,76.43978118896484,74.4916763305664,18,random,"(3, 0)",2.000754852294918
0.5586835479736436,True,RIGHT,9,hard,"(4, 7)",RIGHT,random_hard_17,"(5, 4)",8,9,"(5, 3)",77.0214614868164,79.24296569824219,70.78507995605469,75.81839752197266,2.2215042114257812,79.24296569824219,77.0214614868164,18,random,"(3, 0)",-0.5586835479736436
1.5697583770752033,False,DOWN,8,hard,"(4, 7)",UP,random_hard_17,"(6, 4)",7,10,"(5, 4)",79.48917388916016,79.15249633789062,79.15249633789062,78.43592071533203,-0.33667755126953125,68.51268005371094,79.48917388916016,18,random,"(3, 0)",-1.5697583770752033
0.43363365173340185,False,DOWN,7,hard,"(4, 7)",UP,random_hard_17,"(7, 4)",6,11,"(6, 4)",78.37650299072266,75.51921081542969,75.51921081542969,65.26551818847656,-2.8572921752929688,64.5282974243164,78.37650299072266,18,random,"(3, 0)",-0.43363365173340185
0.8164904022216888,False,RIGHT,6,hard,"(4, 7)",UP,random_hard_17,"(7, 5)",5,12,"(7, 4)",75.85411834716797,70.05581665039062,62.95187759399414,65.91263580322266,-5.798301696777344,70.05581665039062,75.85411834716797,18,random,"(3, 0)",-0.8164904022216888
5.938317718505857,False,RIGHT,5,hard,"(4, 7)",LEFT,random_hard_17,"(7, 6)",4,13,"(7, 5)",69.94881439208984,69.88035583496094,64.20419311523438,69.94881439208984,-0.06845855712890625,69.88035583496094,67.16637420654297,18,random,"(3, 0)",5.938317718505857
1.4600758361816446,True,UP,4,hard,"(4, 7)",UP,random_hard_17,"(6, 6)",3,14,"(7, 6)",68.79313659667969,76.59461975097656,64.2319564819336,68.79313659667969,7.801483154296875,54.63947677612305,76.59461975097656,18,random,"(3, 0)",-1.4600758361816446
0.5651398468017703,True,UP,3,hard,"(4, 7)",UP,random_hard_17,"(5, 6)",2,15,"(6, 6)",70.48371887207031,75.90357971191406,70.48371887207031,64.74384307861328,5.41986083984375,50.72007369995117,75.90357971191406,18,random,"(3, 0)",-0.5651398468017703
5.44461700439453,False,UP,2,hard,"(4, 7)",DOWN,random_hard_17,"(4, 6)",1,16,"(5, 6)",76.10953521728516,75.71737670898438,76.10953521728516,66.17501831054688,-0.39215850830078125,53.71338653564453,75.71737670898438,18,random,"(3, 0)",5.44461700439453
0.7926328277587888,False,RIGHT,1,hard,"(4, 7)",DOWN,random_hard_17,"(4, 7)",0,17,"(4, 6)",81.99191284179688,10.782632827758789,81.99191284179688,69.04215240478516,-71.20928001403809,10.782632827758789,50.69398498535156,18,random,"(3, 0)",-0.7926328277587888
1.142713470458986,False,UP,18,hard,"(5, 7)",RIGHT,random_hard_18,"(6, 1)",17,0,"(7, 1)",68.01339721679688,66.60678100585938,53.88321304321289,55.721534729003906,-1.4066162109375,68.01339721679688,66.60678100585938,18,random,"(7, 1)",-1.142713470458986
0.9425045776367114,False,UP,17,hard,"(5, 7)",LEFT,random_hard_18,"(5, 1)",16,1,"(6, 1)",66.13542175292969,64.7083511352539,64.45193481445312,66.13542175292969,-1.4270706176757812,65.49388885498047,64.7083511352539,18,random,"(7, 1)",0.9425045776367114
1.1167344665527423,False,UP,16,hard,"(5, 7)",LEFT,random_hard_18,"(4, 1)",15,2,"(5, 1)",66.3240966796875,65.83824157714844,65.72135925292969,66.3240966796875,-0.4858551025390625,66.29974365234375,65.83824157714844,18,random,"(7, 1)",-1.1167344665527423
0.8114768218994044,False,UP,15,hard,"(5, 7)",LEFT,random_hard_18,"(3, 1)",14,3,"(4, 1)",65.38536071777344,64.66268920898438,63.55902099609375,65.38536071777344,-0.7226715087890625,63.29169845581055,64.66268920898438,18,random,"(7, 1)",0.8114768218994044
1.5409993743896564,True,UP,14,hard,"(5, 7)",UP,random_hard_18,"(2, 1)",13,4,"(3, 1)",64.84211730957031,66.14562225341797,64.84211730957031,55.00086212158203,1.3035049438476562,54.51165008544922,66.14562225341797,18,random,"(7, 1)",-1.5409993743896564
2.9296269989013553,True,UP,13,hard,"(5, 7)",UP,random_hard_18,"(1, 1)",12,5,"(2, 1)",63.86484909057617,65.26729583740234,63.44887924194336,63.86484909057617,1.4024467468261719,62.67014694213867,65.26729583740234,18,random,"(7, 1)",2.9296269989013553
0.49471733093261605,False,UP,12,hard,"(5, 7)",LEFT,random_hard_18,"(0, 1)",11,6,"(1, 1)",68.89588165283203,67.36656951904297,65.70735168457031,68.89588165283203,-1.5293121337890625,55.854183197021484,67.36656951904297,18,random,"(7, 1)",-0.49471733093261605
1.6367527770996162,False,RIGHT,11,hard,"(5, 7)",LEFT,random_hard_18,"(0, 2)",10,7,"(0, 1)",67.55742645263672,67.52735900878906,66.21929931640625,67.55742645263672,-0.03006744384765625,67.52735900878906,56.43009948730469,18,random,"(7, 1)",-1.6367527770996162
0.17903106689452386,True,RIGHT,10,hard,"(5, 7)",RIGHT,random_hard_18,"(0, 3)",9,8,"(0, 2)",65.5333023071289,66.56626892089844,55.60934066772461,65.5333023071289,1.0329666137695312,66.56626892089844,54.54420471191406,18,random,"(7, 1)",0.17903106689452386
0.25553131103515625,False,DOWN,9,hard,"(5, 7)",LEFT,random_hard_18,"(1, 3)",8,9,"(0, 3)",67.42959594726562,67.19340515136719,67.19340515136719,67.42959594726562,-0.2361907958984375,65.37039184570312,54.705322265625,18,random,"(7, 1)",-0.25553131103515625
0.29740753173828693,True,RIGHT,8,hard,"(5, 7)",RIGHT,random_hard_18,"(1, 4)",7,10,"(1, 3)",65.97103881835938,67.62411499023438,54.31914520263672,56.37372589111328,1.653076171875,67.62411499023438,65.97103881835938,18,random,"(7, 1)",-0.29740753173828693
0.8037816619873013,True,DOWN,7,hard,"(5, 7)",DOWN,random_hard_18,"(2, 4)",6,11,"(1, 4)",67.84907531738281,68.01687622070312,68.01687622070312,67.80304718017578,0.1678009033203125,67.84907531738281,64.74254608154297,18,random,"(7, 1)",0.8037816619873013
0.04531120300292457,False,DOWN,6,hard,"(5, 7)",RIGHT,random_hard_18,"(3, 4)",5,12,"(2, 4)",69.52591705322266,68.0587387084961,68.0587387084961,55.30799102783203,-1.4671783447265625,69.52591705322266,66.605224609375,18,random,"(7, 1)",0.04531120300292457
2.2530171966552643,False,DOWN,5,hard,"(5, 7)",RIGHT,random_hard_18,"(4, 4)",4,13,"(3, 4)",68.80207061767578,65.36579132080078,65.36579132080078,66.54219818115234,-3.436279296875,68.80207061767578,67.28498077392578,18,random,"(7, 1)",2.2530171966552643
2.1344431304931675,False,RIGHT,4,hard,"(5, 7)",UP,random_hard_18,"(4, 5)",3,14,"(4, 4)",68.31192779541016,67.10755157470703,56.808135986328125,58.482765197753906,-1.204376220703125,67.10755157470703,68.31192779541016,18,random,"(7, 1)",-2.1344431304931675
2.6516745758056643,False,RIGHT,3,hard,"(5, 7)",LEFT,random_hard_18,"(4, 6)",2,15,"(4, 5)",65.6395034790039,63.710811614990234,54.330528259277344,65.6395034790039,-1.9286918640136719,63.710811614990234,65.10822296142578,18,random,"(7, 1)",-2.6516745758056643
0.22021686553954822,False,RIGHT,2,hard,"(5, 7)",UP,random_hard_18,"(4, 7)",1,16,"(4, 6)",61.685997009277344,56.057498931884766,40.4140625,59.8745002746582,-5.628498077392578,56.057498931884766,61.685997009277344,18,random,"(7, 1)",-0.22021686553954822
8.976894149780273,False,DOWN,1,hard,"(5, 7)",RIGHT,random_hard_18,"(5, 7)",0,17,"(4, 7)",56.41139602661133,18.966894149780273,18.966894149780273,55.52030944824219,-37.444501876831055,56.41139602661133,45.410423278808594,18,random,"(7, 1)",-8.976894149780273
1.4636088562011622,False,RIGHT,18,hard,"(2, 2)",UP,random_hard_19,"(7, 2)",17,0,"(7, 1)",83.89282989501953,82.66728210449219,73.19049835205078,83.26533508300781,-1.2255477905273438,82.66728210449219,83.89282989501953,18,random,"(7, 1)",1.4636088562011622
2.410846939086923,False,RIGHT,17,hard,"(2, 2)",LEFT,random_hard_19,"(7, 3)",16,1,"(7, 2)",84.99079895019531,84.33220672607422,72.59893035888672,84.99079895019531,-0.6585922241210938,84.33220672607422,75.64585876464844,18,random,"(7, 1)",-2.410846939086923
2.8021660614013797,True,UP,16,hard,"(2, 2)",UP,random_hard_19,"(6, 3)",15,2,"(7, 3)",82.64736938476562,82.75894927978516,72.97587585449219,80.03755187988281,0.11157989501953125,82.64736938476562,82.75894927978516,18,random,"(7, 1)",-2.8021660614013797
