action,bfs_agree,bfs_best_actions,difficulty,goal,hit_wall,maze_id,new_bfs_distance,next_pos,old_bfs_distance,pos,progress_type,q_down,q_left,q_rank,q_right,q_up,reward,shortest_len,source,start,step,valid_actions
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",29,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",30,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",31,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",32,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",33,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",34,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",35,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",36,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",37,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",38,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",39,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",40,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",41,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",42,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",43,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",44,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",45,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",46,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",47,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",48,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",49,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",50,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",51,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",52,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",53,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",54,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",55,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",56,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",57,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",58,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",59,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",60,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",61,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,19,"(1, 2)",18,"(2, 2)",regress,60.30235290527344,60.1983528137207,"[('UP', 61.2608528137207), ('DOWN', 60.30235290527344), ('LEFT', 60.1983528137207), ('RIGHT', 51.54743576049805)]",51.54743576049805,61.2608528137207,-0.01,18,random,"(1, 1)",62,"['UP', 'DOWN', 'LEFT']"
DOWN,True,"['DOWN', 'LEFT']",hard,"(0, 6)",False,random_hard_3,18,"(2, 2)",19,"(1, 2)",progress,60.23789596557617,58.97822570800781,"[('DOWN', 60.23789596557617), ('UP', 60.12470245361328), ('RIGHT', 59.54912185668945), ('LEFT', 58.97822570800781)]",59.54912185668945,60.12470245361328,-0.01,18,random,"(1, 1)",63,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",0,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",1,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",2,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",3,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",4,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",5,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",6,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",7,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",8,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",9,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",10,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",11,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",12,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",13,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",14,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",15,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",16,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",17,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",18,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",19,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",20,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",21,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",22,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",23,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",24,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",25,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",26,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",27,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",28,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",29,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",30,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
LEFT,True,['LEFT'],hard,"(0, 7)",False,random_hard_4,18,"(6, 5)",19,"(6, 6)",progress,45.3158073425293,54.565956115722656,"[('LEFT', 54.565956115722656), ('UP', 46.86947250366211), ('RIGHT', 45.360748291015625), ('DOWN', 45.3158073425293)]",45.360748291015625,46.86947250366211,-0.01,18,random,"(6, 5)",31,['LEFT']
RIGHT,False,"['DOWN', 'LEFT']",hard,"(0, 7)",False,random_hard_4,19,"(6, 6)",18,"(6, 5)",regress,56.13612747192383,55.788665771484375,"[('RIGHT', 56.708553314208984), ('UP', 56.1505241394043), ('DOWN', 56.13612747192383), ('LEFT', 55.788665771484375)]",56.708553314208984,56.1505241394043,-0.01,18,random,"(6, 5)",32,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
