state_id,action,reward,category,hit_wall,repeat,success,d0,d1,delta_d
40,1,-1.0,toward_goal,False,False,False,7,6,1
40,2,-1.0,away_goal,False,False,False,7,8,-1
40,3,0.9962536692619324,toward_goal,False,False,False,7,6,1
41,0,-1.0,away_goal,False,False,False,1,2,-1
41,1,-1.0,wall_self_loop,True,True,False,1,1,0
41,2,-1.0,visit2,False,True,False,1,2,-1
41,3,0.9987109899520874,goal,False,False,True,1,0,1
42,0,-1.0,wall_self_loop,True,True,False,14,14,0
42,1,-1.0,toward_goal,False,False,False,14,13,1
42,2,-1.0,wall_self_loop,True,True,False,14,14,0
42,3,0.9999633431434631,toward_goal,False,False,False,14,13,1
43,0,-1.0,visit2,False,True,False,8,9,-1
43,1,-1.0,toward_goal,False,False,False,8,7,1
43,2,-1.0,away_goal,False,False,False,8,9,-1
43,3,-0.19185733795166016,toward_goal,False,False,False,8,7,1
44,0,-1.0,away_goal,False,False,False,1,2,-1
44,1,-1.0,wall_self_loop,True,True,False,1,1,0
44,2,-1.0,visit2,False,True,False,1,2,-1
44,3,-0.9671955704689026,goal,False,False,True,1,0,1
45,0,-1.0,wall_self_loop,True,True,False,14,14,0
45,1,-1.0,toward_goal,False,False,False,14,13,1
45,2,-1.0,wall_self_loop,True,True,False,14,14,0
45,3,0.9999633431434631,toward_goal,False,False,False,14,13,1
46,0,-1.0,visit4plus,False,True,False,10,11,-1
46,1,-1.0,toward_goal,False,False,False,10,9,1
46,2,-1.0,wall_self_loop,True,True,False,10,10,0
46,3,-1.0,toward_goal,False,False,False,10,9,1
47,0,-1.0,away_goal,False,False,False,1,2,-1
47,1,-1.0,wall_self_loop,True,True,False,1,1,0
47,2,-1.0,visit2,False,True,False,1,2,-1
47,3,-0.9999977946281433,goal,False,False,True,1,0,1
48,0,-1.0,wall_self_loop,True,True,False,14,14,0
48,1,-1.0,toward_goal,False,False,False,14,13,1
48,2,-1.0,wall_self_loop,True,True,False,14,14,0
48,3,0.9999633431434631,toward_goal,False,False,False,14,13,1
49,0,-1.0,visit3,False,True,False,8,9,-1
