idx,source,outcome,steps,bfs_len,gap,final_bfs_dist,wall_hits,score_sum,score_avg,score_bfsnorm,badness,repeat_count,quality_key
56,safe_loop_timeout,timeout,64,14,64,14,0,-64.0,-1.0,-4.571428571428571,2.33984375,215,"[1, 0, -2, -10000, 0, -8412]"
57,far_clean_timeout,timeout,64,14,64,14,0,-62.00003910064697,-0.968750610947609,-4.428574221474784,2.25390625,193,"[1, 0, -2, -10000, 0, -7540]"
58,wall_timeout,timeout,64,14,64,7,3,-64.0,-1.0,-4.571428571428571,2.3671875,18,"[1, -1, -1, -5000, -469, -702]"
59,sticky_wall_timeout,timeout,64,14,64,8,58,-64.0,-1.0,-4.571428571428571,4.027901785714286,214,"[1, -1, -2, -5714, -9062, -8347]"
60,bfs_success,success,14,14,0,0,0,-0.004296839237213135,-0.00030691708837236675,-0.00030691708837236675,0.0,0,"[2, 0, 0, 0, 0, 0]"
61,clean_success,success,14,14,0,0,0,-0.004296839237213135,-0.00030691708837236675,-0.00030691708837236675,0.0,0,"[2, 0, 0, 0, 0, 0]"
62,short_detour_success,success,16,14,2,0,0,-2.1190645694732666,-0.13244153559207916,-0.1513617549623762,0.02,0,"[2, 0, 0, -400, 0, -4]"
63,long_detour_success,success,20,14,6,0,0,-15.028451137244701,-0.751422556862235,-1.0734607955174786,0.0678125,2,"[2, 0, 0, -1200, 0, -66]"
64,recovery_success,success,16,14,2,0,0,-4.240280330181122,-0.2650175206363201,-0.3028771664415087,0.02,0,"[2, 0, 0, -400, 0, -8]"
65,wall_recovery_success,success,16,14,2,0,2,-12.00158977508545,-0.7500993609428406,-0.8572564125061035,1.05125,0,"[2, -1, 0, -400, -312, -14]"
66,near_clean_timeout,timeout,64,14,64,8,0,-43.51877421140671,-0.6799808470532298,-3.1084838722433363,1.3911830357142856,27,"[1, 0, -1, -5714, 0, -1066]"
67,far_clean_timeout,timeout,64,14,64,14,0,-61.98558700084686,-0.9685247968882322,-4.427541928631919,2.25390625,193,"[1, 0, -2, -10000, 0, -7540]"
68,safe_loop_timeout,timeout,64,14,64,14,0,-64.0,-1.0,-4.571428571428571,2.33984375,215,"[1, 0, -2, -10000, 0, -8412]"
69,far_clean_timeout,timeout,64,14,64,14,0,-60.00009721517563,-0.9375015189871192,-4.285721229655402,2.25390625,193,"[1, 0, -2, -10000, 0, -7540]"
70,wall_timeout,timeout,64,14,64,9,3,-64.0,-1.0,-4.571428571428571,2.415178571428571,12,"[1, -1, -1, -6429, -469, -474]"
71,sticky_wall_timeout,timeout,64,14,64,8,58,-60.00158977508545,-0.9375248402357101,-4.285827841077532,4.027901785714286,214,"[1, -1, -2, -5714, -9062, -8347]"
72,bfs_success,success,14,14,0,0,0,-2.042545437812805,-0.14589610270091466,-0.14589610270091466,0.0,0,"[2, 0, 0, 0, 0, 0]"
73,clean_success,success,14,14,0,0,0,-2.042545437812805,-0.14589610270091466,-0.14589610270091466,0.0,0,"[2, 0, 0, 0, 0, 0]"
74,short_detour_success,success,16,14,2,0,0,-5.406270205974579,-0.3378918878734112,-0.38616215756961275,0.02,0,"[2, 0, 0, -400, 0, -4]"
75,long_detour_success,success,20,14,6,0,0,-12.848392337560654,-0.6424196168780327,-0.917742309825761,0.06390625,1,"[2, 0, 0, -1200, 0, -50]"
76,recovery_success,success,16,14,2,0,0,-5.9785879254341125,-0.37366174533963203,-0.42704199467386517,0.02,0,"[2, 0, 0, -400, 0, -8]"
77,wall_recovery_success,success,17,14,3,0,3,-15.03635287284851,-0.8844913454616771,-1.0740252052034651,1.08078125,1,"[2, -1, 0, -600, -469, -33]"
78,near_clean_timeout,timeout,64,14,64,4,0,-48.16868984699249,-0.7526357788592577,-3.4406207033566067,1.1662946428571428,6,"[1, 0, -1, -2857, 0, -240]"
79,far_clean_timeout,timeout,64,14,64,14,0,-60.20289999246597,-0.9406703123822808,-4.300207142318998,2.25390625,193,"[1, 0, -2, -10000, 0, -7540]"
80,safe_loop_timeout,timeout,64,14,64,14,0,-64.0,-1.0,-4.571428571428571,2.33984375,215,"[1, 0, -2, -10000, 0, -8412]"
81,far_clean_timeout,timeout,64,14,64,14,0,-61.95948529243469,-0.9681169576942921,-4.425677520888192,2.25390625,193,"[1, 0, -2, -10000, 0, -7540]"
82,wall_timeout,timeout,64,14,64,10,6,-63.93810153007507,-0.999032836407423,-4.56700725214822,2.501674107142857,13,"[1, -1, -1, -7143, -938, -491]"
83,sticky_wall_timeout,timeout,64,14,64,8,58,-62.03635287284851,-0.969318013638258,-4.431168062346322,4.027901785714286,214,"[1, -1, -2, -5714, -9062, -8347]"
84,bfs_success,success,14,14,0,0,0,-0.04183262586593628,-0.002988044704709734,-0.002988044704709734,0.0,0,"[2, 0, 0, 0, 0, 0]"
85,clean_success,success,14,14,0,0,0,-0.04183262586593628,-0.002988044704709734,-0.002988044704709734,0.0,0,"[2, 0, 0, 0, 0, 0]"
86,short_detour_success,success,16,14,2,0,0,-12.956479657441378,-0.8097799785900861,-0.9254628326743841,0.02,0,"[2, 0, 0, -400, 0, -8]"
87,long_detour_success,success,20,14,6,0,0,-18.000023663043976,-0.9000011831521988,-1.2857159759317125,0.06390625,1,"[2, 0, 0, -1200, 0, -46]"
88,recovery_success,success,16,14,2,0,0,-11.556516245007515,-0.7222822653129697,-0.8254654460719654,0.02,0,"[2, 0, 0, -400, 0, -8]"
89,wall_recovery_success,success,14,14,0,0,0,-0.04183262586593628,-0.002988044704709734,-0.002988044704709734,0.0,0,"[2, 0, 0, 0, 0, 0]"
90,near_clean_timeout,timeout,64,14,64,4,0,-41.095057889819145,-0.6421102795284241,-2.935361277844225,1.2053571428571428,16,"[1, 0, -1, -2857, 0, -608]"
